user_id,course_id,interaction_type,rating_given
U296,C277,Enrolled,5.0
U843,C190,Viewed,1.7
U115,C262,Viewed,3.3
U162,C121,Enrolled,2.3
U122,C206,Enrolled,2.8
U758,C389,Enrolled,1.9
U720,C63,Completed,2.1
U50,C406,Completed,4.4
U93,C112,Enrolled,1.0
U314,C28,Viewed,3.7
U923,C185,Completed,2.0
U549,C431,Enrolled,4.9
U554,C491,Enrolled,3.7
U74,C359,Enrolled,2.1
U865,C63,Completed,3.0
U295,C383,Enrolled,4.0
U707,C217,Enrolled,3.0
U554,C260,Viewed,1.5
U944,C266,Completed,3.5
U567,C401,Completed,5.0
U269,C136,Enrolled,1.2
U91,C482,Enrolled,3.4
U611,C185,Viewed,1.4
U733,C32,Viewed,4.1
U432,C140,Completed,1.4
U520,C154,Completed,2.8
U586,C429,Viewed,3.6
U382,C275,Enrolled,4.6
U449,C6,Viewed,3.8
U971,C168,Viewed,2.5
U78,C203,Enrolled,4.5
U521,C360,Enrolled,2.9
U891,C8,Enrolled,2.5
U95,C13,Viewed,1.4
U485,C475,Completed,3.3
U598,C121,Viewed,2.8
U331,C469,Enrolled,1.4
U947,C390,Enrolled,4.2
U120,C345,Enrolled,4.3
U566,C209,Viewed,2.2
U353,C364,Completed,3.0
U936,C140,Viewed,4.1
U520,C499,Viewed,3.6
U123,C382,Enrolled,4.5
U797,C127,Enrolled,3.3
U864,C487,Viewed,4.2
U879,C315,Completed,3.8
U981,C421,Viewed,4.4
U116,C222,Completed,1.1
U990,C114,Viewed,4.1
U36,C399,Viewed,1.1
U788,C324,Viewed,3.9
U10,C258,Enrolled,4.5
U931,C11,Viewed,2.2
U753,C312,Enrolled,4.7
U483,C278,Enrolled,4.4
U262,C173,Completed,5.0
U879,C239,Viewed,1.3
U814,C385,Enrolled,1.3
U457,C34,Viewed,4.6
U284,C121,Enrolled,4.8
U104,C336,Viewed,2.0
U65,C58,Completed,3.0
U829,C281,Completed,2.3
U483,C58,Viewed,4.0
U416,C151,Completed,4.9
U744,C186,Enrolled,1.1
U154,C398,Enrolled,2.3
U991,C426,Viewed,4.6
U64,C428,Enrolled,4.2
U807,C142,Enrolled,3.8
U709,C97,Enrolled,1.0
U814,C42,Enrolled,1.2
U638,C32,Completed,1.3
U396,C359,Completed,3.1
U96,C468,Completed,1.6
U329,C326,Completed,2.7
U60,C2,Enrolled,3.8
U506,C103,Completed,2.2
U30,C256,Viewed,1.3
U985,C396,Completed,2.0
U762,C209,Completed,3.1
U982,C461,Viewed,2.4
U597,C233,Viewed,2.8
U904,C333,Viewed,1.9
U336,C469,Viewed,3.2
U488,C244,Enrolled,2.3
U333,C80,Completed,3.4
U24,C63,Viewed,2.0
U878,C397,Completed,2.8
U550,C112,Enrolled,1.8
U192,C1,Viewed,1.3
U972,C198,Completed,1.8
U758,C310,Viewed,2.7
U32,C90,Completed,2.0
U324,C496,Completed,1.6
U155,C200,Enrolled,4.4
U696,C172,Completed,2.0
U844,C66,Enrolled,4.8
U142,C245,Viewed,1.2
U277,C130,Viewed,4.0
U507,C69,Completed,1.4
U126,C270,Viewed,1.2
U355,C191,Completed,3.9
U362,C205,Enrolled,2.3
U32,C185,Viewed,2.7
U874,C259,Completed,4.9
U136,C472,Completed,2.3
U976,C487,Completed,4.9
U983,C425,Completed,3.4
U249,C144,Completed,2.7
U248,C32,Enrolled,4.8
U682,C253,Completed,2.1
U570,C399,Enrolled,3.8
U14,C325,Viewed,3.9
U939,C255,Completed,2.5
U49,C469,Viewed,2.7
U127,C87,Completed,2.5
U109,C290,Viewed,2.8
U886,C446,Enrolled,2.2
U891,C486,Viewed,3.2
U185,C59,Completed,2.3
U135,C80,Enrolled,4.4
U46,C376,Viewed,4.2
U766,C164,Enrolled,1.2
U733,C138,Completed,4.6
U285,C373,Viewed,3.5
U519,C374,Enrolled,2.1
U828,C199,Enrolled,2.8
U843,C128,Completed,2.6
U174,C79,Completed,3.6
U659,C123,Viewed,3.5
U983,C347,Enrolled,2.9
U28,C414,Viewed,3.6
U680,C487,Enrolled,1.8
U625,C335,Completed,1.6
U672,C408,Completed,3.2
U122,C489,Viewed,2.5
U408,C210,Completed,1.9
U270,C290,Enrolled,4.9
U741,C461,Viewed,4.5
U607,C11,Enrolled,1.8
U676,C204,Completed,3.2
U988,C348,Enrolled,3.8
U328,C77,Enrolled,1.5
U144,C319,Completed,4.0
U196,C18,Viewed,3.0
U780,C298,Enrolled,3.3
U201,C187,Enrolled,1.4
U992,C266,Viewed,4.3
U343,C100,Completed,2.3
U533,C275,Completed,2.7
U90,C134,Completed,2.8
U451,C4,Completed,4.6
U161,C94,Completed,3.0
U793,C446,Enrolled,3.1
U902,C143,Enrolled,1.4
U69,C20,Viewed,4.1
U221,C70,Enrolled,2.1
U986,C165,Viewed,4.8
U484,C338,Viewed,3.2
U392,C449,Completed,4.0
U922,C394,Enrolled,3.5
U986,C498,Completed,1.8
U925,C306,Completed,2.4
U592,C105,Completed,2.2
U728,C35,Completed,3.4
U433,C91,Enrolled,3.5
U226,C107,Completed,3.5
U915,C145,Viewed,2.0
U694,C118,Enrolled,4.5
U386,C62,Viewed,1.2
U669,C365,Viewed,1.6
U139,C239,Completed,4.3
U431,C291,Enrolled,3.8
U920,C260,Viewed,1.6
U767,C450,Enrolled,1.7
U383,C70,Viewed,3.2
U32,C55,Completed,1.0
U926,C42,Completed,2.0
U174,C51,Enrolled,3.1
U775,C469,Viewed,2.6
U625,C96,Viewed,3.3
U177,C405,Enrolled,2.7
U350,C416,Viewed,2.5
U350,C466,Enrolled,4.4
U494,C480,Enrolled,4.6
U847,C481,Completed,1.8
U117,C329,Enrolled,4.2
U12,C434,Completed,2.2
U85,C146,Completed,2.3
U326,C240,Viewed,2.7
U138,C89,Viewed,4.0
U645,C36,Completed,1.6
U373,C152,Viewed,3.2
U834,C435,Enrolled,4.0
U346,C86,Enrolled,1.4
U710,C481,Viewed,2.6
U468,C441,Viewed,3.9
U407,C285,Viewed,3.7
U779,C392,Viewed,3.3
U320,C272,Enrolled,3.9
U454,C122,Enrolled,2.9
U784,C415,Viewed,4.4
U442,C320,Completed,4.2
U988,C39,Viewed,2.9
U314,C231,Completed,1.4
U305,C260,Enrolled,1.7
U735,C181,Completed,4.6
U466,C236,Enrolled,1.6
U79,C388,Enrolled,2.4
U507,C151,Completed,2.4
U820,C223,Enrolled,1.5
U305,C457,Viewed,4.5
U297,C289,Completed,2.8
U534,C244,Completed,1.7
U134,C497,Enrolled,3.2
U158,C349,Enrolled,2.2
U589,C249,Viewed,3.8
U104,C402,Enrolled,4.0
U54,C478,Completed,1.9
U54,C487,Viewed,1.0
U711,C493,Completed,2.5
U749,C394,Enrolled,4.3
U302,C250,Viewed,2.9
U283,C184,Enrolled,2.3
U255,C372,Completed,2.3
U908,C419,Enrolled,2.0
U531,C85,Completed,2.2
U319,C474,Completed,4.2
U539,C213,Completed,3.4
U637,C305,Completed,4.0
U520,C444,Viewed,2.4
U989,C115,Enrolled,4.2
U840,C234,Enrolled,3.3
U111,C180,Viewed,2.1
U325,C304,Enrolled,4.7
U980,C213,Viewed,2.0
U378,C264,Completed,1.4
U455,C274,Completed,1.9
U951,C39,Enrolled,3.6
U620,C460,Enrolled,4.7
U469,C405,Enrolled,2.5
U297,C309,Enrolled,3.2
U912,C124,Enrolled,2.8
U385,C5,Completed,2.2
U275,C234,Completed,3.0
U480,C482,Enrolled,1.7
U807,C392,Completed,3.6
U287,C82,Completed,3.2
U464,C248,Completed,4.2
U343,C222,Enrolled,1.4
U449,C131,Viewed,4.5
U939,C55,Viewed,1.7
U848,C263,Completed,2.8
U598,C193,Viewed,1.8
U116,C395,Viewed,2.5
U881,C399,Viewed,1.9
U856,C340,Viewed,4.1
U715,C105,Completed,4.6
U91,C322,Enrolled,1.4
U2,C296,Viewed,1.5
U609,C417,Enrolled,4.2
U168,C255,Enrolled,1.1
U563,C453,Enrolled,3.4
U823,C344,Viewed,3.0
U962,C32,Enrolled,3.9
U501,C359,Enrolled,2.1
U6,C470,Viewed,1.0
U843,C238,Enrolled,3.6
U438,C140,Completed,3.4
U260,C95,Viewed,2.7
U268,C424,Enrolled,4.9
U785,C233,Completed,3.3
U185,C462,Viewed,2.2
U486,C206,Enrolled,3.3
U779,C348,Enrolled,1.1
U246,C6,Viewed,2.9
U932,C432,Viewed,3.6
U933,C173,Completed,3.7
U116,C332,Viewed,4.3
U512,C61,Completed,1.4
U137,C361,Enrolled,4.6
U430,C96,Viewed,2.4
U516,C309,Viewed,3.1
U484,C80,Enrolled,2.5
U715,C283,Enrolled,3.2
U560,C158,Enrolled,2.9
U640,C457,Completed,3.9
U59,C122,Enrolled,3.4
U883,C402,Enrolled,2.6
U696,C298,Viewed,3.6
U142,C446,Viewed,3.3
U832,C458,Viewed,3.1
U652,C10,Enrolled,2.7
U512,C24,Viewed,1.0
U93,C393,Viewed,2.1
U520,C256,Enrolled,4.8
U291,C222,Completed,4.0
U837,C105,Completed,2.8
U544,C432,Viewed,2.5
U36,C410,Completed,1.4
U540,C339,Completed,4.2
U924,C238,Completed,1.3
U195,C278,Enrolled,5.0
U857,C116,Enrolled,1.7
U423,C305,Completed,3.2
U148,C478,Viewed,3.6
U409,C90,Viewed,4.0
U983,C166,Viewed,3.8
U127,C437,Enrolled,4.0
U685,C461,Viewed,2.3
U941,C307,Completed,3.7
U240,C490,Viewed,4.2
U671,C221,Completed,3.1
U246,C195,Completed,2.3
U493,C47,Viewed,4.9
U778,C342,Completed,2.0
U812,C197,Enrolled,2.4
U233,C455,Completed,3.3
U538,C330,Completed,4.6
U984,C50,Completed,2.7
U400,C469,Viewed,1.0
U602,C65,Viewed,2.3
U328,C277,Viewed,5.0
U891,C467,Enrolled,2.5
U663,C188,Viewed,4.6
U273,C273,Completed,1.1
U676,C449,Viewed,3.0
U354,C203,Completed,3.1
U379,C316,Completed,1.8
U69,C21,Viewed,3.0
U435,C324,Enrolled,1.1
U909,C368,Completed,2.1
U83,C131,Completed,2.1
U75,C343,Viewed,3.0
U967,C45,Completed,4.2
U543,C182,Viewed,1.3
U779,C236,Viewed,2.8
U665,C433,Completed,2.1
U792,C436,Completed,1.8
U661,C266,Viewed,2.9
U198,C39,Completed,2.8
U206,C132,Enrolled,2.2
U228,C66,Completed,2.5
U125,C439,Completed,4.6
U301,C494,Enrolled,3.1
U618,C88,Enrolled,2.5
U88,C500,Viewed,2.7
U89,C447,Enrolled,3.6
U399,C324,Completed,2.8
U10,C62,Completed,3.9
U935,C427,Viewed,1.7
U882,C411,Enrolled,2.1
U963,C44,Viewed,1.2
U891,C72,Viewed,2.1
U209,C14,Enrolled,4.2
U490,C219,Enrolled,3.5
U272,C229,Completed,3.0
U209,C348,Completed,4.4
U819,C425,Enrolled,2.3
U802,C52,Completed,1.2
U260,C163,Viewed,2.0
U609,C213,Enrolled,3.4
U937,C200,Completed,4.2
U269,C421,Enrolled,3.4
U884,C318,Completed,1.3
U516,C147,Enrolled,1.6
U563,C362,Viewed,2.0
U157,C25,Completed,3.5
U296,C481,Enrolled,4.8
U152,C177,Enrolled,2.0
U26,C90,Enrolled,3.4
U966,C446,Viewed,2.5
U16,C108,Viewed,2.8
U672,C342,Completed,2.7
U431,C395,Enrolled,3.1
U402,C276,Completed,1.8
U834,C164,Enrolled,2.7
U72,C498,Completed,4.6
U738,C212,Completed,1.3
U471,C39,Completed,3.0
U208,C354,Completed,2.7
U811,C373,Completed,2.4
U462,C100,Enrolled,2.1
U53,C415,Enrolled,1.9
U833,C372,Enrolled,2.9
U310,C296,Viewed,2.7
U779,C289,Enrolled,4.4
U985,C20,Enrolled,3.8
U936,C496,Enrolled,4.1
U83,C146,Enrolled,2.6
U279,C243,Completed,1.6
U940,C20,Viewed,1.8
U984,C110,Viewed,1.3
U593,C49,Completed,2.4
U716,C446,Viewed,2.2
U769,C273,Enrolled,1.7
U683,C183,Completed,3.0
U694,C231,Viewed,4.4
U187,C379,Viewed,4.9
U904,C321,Enrolled,2.2
U364,C75,Enrolled,4.8
U980,C89,Completed,1.7
U282,C343,Enrolled,1.5
U789,C229,Completed,1.2
U71,C382,Viewed,3.5
U622,C226,Viewed,1.7
U554,C270,Viewed,2.9
U255,C207,Completed,2.8
U715,C189,Completed,4.8
U145,C256,Enrolled,3.1
U206,C396,Enrolled,3.3
U464,C449,Completed,3.6
U395,C243,Viewed,1.2
U358,C395,Enrolled,2.3
U510,C149,Viewed,2.2
U369,C375,Enrolled,1.8
U870,C1,Viewed,4.9
U121,C256,Viewed,1.0
U521,C389,Enrolled,1.7
U29,C125,Enrolled,1.2
U228,C346,Enrolled,2.1
U688,C190,Completed,4.5
U32,C293,Enrolled,4.1
U49,C36,Completed,2.1
U801,C66,Completed,3.8
U376,C476,Enrolled,4.9
U437,C71,Completed,2.0
U207,C107,Completed,4.1
U823,C166,Viewed,3.3
U641,C428,Enrolled,4.6
U549,C105,Viewed,2.7
U215,C110,Completed,2.7
U982,C340,Viewed,3.0
U664,C17,Enrolled,3.2
U658,C412,Viewed,1.4
U667,C486,Enrolled,2.6
U570,C238,Viewed,1.7
U205,C165,Enrolled,4.9
U124,C425,Viewed,4.8
U70,C388,Enrolled,2.4
U960,C68,Enrolled,3.1
U741,C302,Completed,1.3
U222,C287,Viewed,3.2
U354,C204,Viewed,1.9
U522,C448,Viewed,2.7
U390,C302,Completed,3.6
U704,C213,Completed,1.4
U800,C359,Completed,3.2
U836,C4,Enrolled,1.4
U704,C379,Viewed,4.5
U409,C47,Enrolled,1.8
U427,C482,Enrolled,1.8
U359,C5,Viewed,1.4
U157,C28,Completed,4.8
U877,C408,Enrolled,4.5
U608,C359,Completed,1.8
U363,C209,Completed,4.4
U127,C245,Viewed,4.5
U112,C72,Enrolled,4.8
U711,C289,Enrolled,3.8
U454,C425,Enrolled,1.3
U412,C75,Completed,5.0
U115,C102,Completed,3.2
U707,C47,Completed,3.9
U593,C131,Viewed,3.5
U28,C15,Viewed,3.1
U647,C194,Completed,1.6
U547,C51,Viewed,3.6
U961,C127,Viewed,2.8
U633,C450,Completed,1.7
U204,C355,Viewed,2.7
U445,C210,Viewed,2.5
U983,C143,Completed,1.8
U373,C23,Completed,1.2
U486,C413,Enrolled,2.6
U902,C499,Enrolled,3.0
U740,C322,Viewed,2.3
U999,C87,Completed,1.5
U530,C237,Enrolled,3.6
U824,C218,Completed,3.3
U409,C408,Viewed,4.8
U232,C350,Viewed,1.5
U305,C309,Enrolled,3.1
U767,C72,Viewed,1.7
U422,C100,Completed,3.6
U78,C115,Enrolled,3.8
U159,C324,Completed,2.4
U764,C480,Enrolled,2.4
U915,C303,Enrolled,2.0
U23,C323,Viewed,1.1
U256,C393,Viewed,4.1
U794,C215,Viewed,2.6
U616,C373,Completed,2.2
U944,C78,Enrolled,1.9
U92,C334,Enrolled,2.3
U172,C259,Viewed,2.4
U236,C295,Enrolled,4.4
U652,C335,Viewed,4.5
U310,C121,Enrolled,2.3
U832,C436,Viewed,3.3
U641,C18,Enrolled,3.3
U736,C80,Viewed,4.0
U557,C4,Enrolled,1.8
U920,C494,Enrolled,4.9
U302,C493,Viewed,4.6
U335,C98,Enrolled,2.4
U62,C211,Enrolled,3.9
U143,C155,Viewed,4.0
U403,C438,Enrolled,4.8
U84,C248,Enrolled,3.8
U207,C196,Completed,3.4
U989,C304,Enrolled,2.8
U506,C312,Enrolled,4.3
U748,C439,Completed,2.0
U571,C330,Viewed,4.0
U842,C163,Viewed,3.4
U96,C68,Completed,4.5
U588,C43,Enrolled,4.2
U938,C422,Enrolled,3.6
U437,C140,Viewed,2.7
U282,C254,Enrolled,2.2
U405,C87,Completed,2.5
U699,C374,Enrolled,3.5
U912,C396,Completed,3.5
U208,C12,Viewed,3.2
U855,C276,Viewed,4.6
U156,C472,Enrolled,3.5
U345,C496,Completed,4.7
U519,C362,Enrolled,4.0
U596,C268,Viewed,4.7
U451,C279,Enrolled,3.3
U345,C221,Enrolled,4.3
U699,C439,Completed,3.8
U968,C141,Viewed,4.0
U101,C104,Enrolled,1.6
U274,C239,Viewed,2.1
U115,C219,Enrolled,3.4
U204,C157,Enrolled,2.7
U341,C417,Completed,2.7
U578,C406,Completed,3.4
U142,C381,Completed,1.2
U75,C41,Viewed,2.3
U344,C335,Viewed,3.2
U851,C2,Completed,2.6
U596,C99,Enrolled,3.0
U822,C155,Viewed,2.2
U9,C329,Completed,2.7
U134,C477,Completed,1.2
U337,C449,Completed,1.9
U334,C355,Viewed,4.6
U39,C351,Viewed,3.4
U540,C455,Viewed,3.4
U171,C245,Enrolled,1.1
U262,C191,Enrolled,3.0
U985,C168,Enrolled,4.1
U376,C383,Completed,2.1
U704,C335,Viewed,3.3
U682,C388,Completed,4.0
U120,C264,Enrolled,3.8
U524,C203,Completed,4.1
U201,C421,Completed,4.5
U1,C159,Viewed,2.4
U569,C276,Completed,4.0
U838,C212,Completed,2.4
U970,C405,Completed,1.1
U516,C496,Completed,3.4
U668,C260,Enrolled,4.9
U573,C132,Viewed,3.9
U502,C170,Viewed,2.4
U787,C270,Enrolled,1.1
U681,C195,Enrolled,2.2
U356,C168,Completed,3.7
U586,C212,Enrolled,3.3
U565,C356,Viewed,2.0
U301,C324,Enrolled,3.3
U516,C122,Viewed,1.2
U313,C251,Enrolled,4.0
U671,C316,Completed,1.3
U844,C465,Enrolled,4.2
U774,C283,Enrolled,4.0
U218,C278,Completed,2.3
U449,C483,Completed,3.3
U267,C79,Enrolled,1.8
U701,C12,Completed,4.1
U761,C305,Completed,1.5
U448,C22,Enrolled,4.5
U947,C56,Enrolled,3.1
U915,C265,Enrolled,1.8
U434,C112,Viewed,4.1
U824,C71,Viewed,2.5
U780,C248,Completed,3.7
U809,C272,Viewed,3.7
U553,C171,Completed,3.1
U173,C258,Completed,2.0
U572,C223,Enrolled,1.3
U440,C427,Completed,1.6
U445,C214,Enrolled,3.6
U323,C154,Enrolled,2.2
U131,C308,Viewed,4.9
U405,C495,Enrolled,1.5
U756,C170,Viewed,4.5
U547,C78,Viewed,2.2
U541,C297,Completed,2.1
U917,C382,Completed,4.2
U701,C299,Completed,3.6
U967,C448,Enrolled,2.0
U286,C473,Completed,2.6
U921,C247,Enrolled,2.4
U116,C31,Completed,4.9
U889,C388,Completed,2.3
U972,C4,Completed,4.5
U123,C161,Enrolled,4.9
U883,C114,Enrolled,4.7
U347,C476,Viewed,1.3
U914,C94,Viewed,1.0
U227,C98,Completed,1.3
U392,C37,Enrolled,1.5
U889,C39,Completed,2.4
U561,C170,Completed,4.9
U602,C37,Viewed,4.2
U315,C360,Viewed,2.1
U679,C398,Completed,4.3
U674,C217,Completed,1.3
U563,C10,Completed,3.4
U106,C430,Viewed,4.9
U282,C357,Completed,2.4
U499,C23,Enrolled,2.6
U702,C242,Viewed,3.8
U940,C80,Enrolled,4.3
U564,C152,Viewed,1.4
U984,C328,Completed,4.0
U867,C85,Completed,1.2
U316,C313,Completed,1.8
U218,C476,Completed,3.8
U978,C422,Enrolled,2.2
U839,C188,Completed,2.8
U268,C14,Completed,1.0
U536,C7,Enrolled,4.9
U819,C498,Enrolled,3.8
U984,C189,Viewed,2.1
U464,C205,Enrolled,4.6
U830,C406,Completed,1.7
U529,C118,Viewed,1.0
U6,C419,Viewed,5.0
U85,C166,Viewed,2.8
U916,C181,Viewed,4.4
U186,C4,Completed,3.7
U547,C395,Viewed,1.1
U550,C180,Completed,1.8
U89,C380,Completed,1.8
U833,C62,Viewed,4.2
U822,C371,Enrolled,1.9
U977,C298,Viewed,4.5
U163,C420,Viewed,3.3
U517,C404,Viewed,3.8
U937,C289,Viewed,2.5
U487,C130,Viewed,3.5
U488,C413,Completed,3.1
U819,C432,Viewed,2.9
U740,C144,Completed,2.3
U824,C8,Enrolled,3.3
U103,C302,Completed,4.3
U887,C112,Completed,2.1
U449,C255,Viewed,3.3
U238,C14,Completed,2.4
U845,C81,Completed,3.6
U639,C416,Viewed,3.6
U882,C166,Viewed,1.5
U34,C368,Enrolled,2.4
U445,C373,Enrolled,1.6
U935,C122,Completed,4.1
U843,C175,Viewed,4.0
U957,C406,Viewed,4.8
U408,C229,Completed,4.1
U293,C230,Completed,2.5
U240,C354,Viewed,4.6
U746,C410,Enrolled,3.3
U322,C407,Enrolled,2.1
U625,C196,Viewed,4.8
U232,C393,Viewed,3.7
U485,C180,Viewed,1.0
U551,C406,Enrolled,4.7
U812,C450,Enrolled,2.3
U658,C197,Viewed,3.6
U96,C302,Enrolled,2.5
U431,C150,Enrolled,3.8
U678,C169,Completed,4.1
U236,C392,Completed,3.3
U584,C452,Completed,3.3
U64,C419,Viewed,1.4
U655,C473,Enrolled,1.9
U936,C88,Enrolled,1.6
U348,C281,Viewed,3.2
U649,C172,Viewed,3.5
U401,C248,Viewed,4.9
U13,C417,Completed,4.9
U485,C482,Enrolled,1.7
U364,C152,Enrolled,4.4
U613,C378,Completed,3.2
U994,C139,Completed,3.8
U146,C493,Viewed,1.7
U447,C204,Viewed,3.1
U249,C480,Completed,1.6
U994,C417,Enrolled,4.9
U2,C314,Completed,1.1
U960,C219,Viewed,2.2
U850,C95,Completed,1.3
U881,C109,Viewed,2.7
U459,C169,Completed,2.0
U5,C152,Enrolled,2.3
U292,C68,Viewed,4.2
U206,C389,Viewed,1.5
U498,C91,Enrolled,1.3
U204,C371,Viewed,1.4
U564,C349,Enrolled,1.8
U41,C427,Enrolled,3.1
U518,C283,Enrolled,3.6
U452,C72,Enrolled,3.1
U806,C219,Viewed,2.4
U43,C249,Completed,4.0
U547,C91,Viewed,1.9
U278,C31,Enrolled,4.5
U346,C143,Completed,4.8
U535,C253,Enrolled,3.3
U862,C113,Completed,4.0
U874,C206,Viewed,2.3
U121,C326,Enrolled,4.9
U240,C90,Completed,1.7
U106,C176,Enrolled,4.7
U78,C100,Viewed,3.5
U988,C126,Enrolled,1.4
U341,C84,Enrolled,2.3
U804,C143,Completed,3.8
U845,C143,Viewed,1.4
U577,C272,Completed,2.9
U50,C62,Completed,3.4
U796,C411,Enrolled,2.6
U104,C157,Enrolled,2.8
U60,C321,Completed,3.3
U489,C342,Viewed,4.3
U753,C225,Viewed,4.0
U989,C251,Viewed,3.7
U527,C338,Completed,1.6
U827,C90,Viewed,2.8
U6,C496,Enrolled,2.6
U335,C448,Viewed,4.5
U636,C153,Viewed,1.2
U777,C310,Viewed,3.9
U282,C235,Enrolled,4.8
U41,C186,Enrolled,1.2
U302,C185,Viewed,4.3
U885,C36,Viewed,4.6
U994,C150,Enrolled,3.8
U589,C42,Completed,1.1
U181,C452,Viewed,4.5
U59,C117,Viewed,1.7
U945,C250,Viewed,4.1
U90,C377,Enrolled,3.1
U134,C119,Completed,4.3
U869,C66,Enrolled,4.0
U2,C394,Viewed,2.4
U346,C194,Enrolled,2.1
U643,C457,Viewed,4.2
U791,C16,Completed,3.2
U422,C185,Viewed,4.0
U211,C227,Viewed,4.4
U711,C343,Viewed,1.9
U863,C237,Viewed,4.6
U125,C64,Viewed,2.3
U544,C337,Completed,4.5
U405,C230,Enrolled,3.7
U347,C221,Enrolled,5.0
U231,C411,Enrolled,1.2
U910,C107,Enrolled,2.6
U826,C79,Completed,4.4
U742,C96,Viewed,1.3
U297,C446,Completed,4.0
U782,C152,Enrolled,4.2
U733,C322,Completed,2.6
U437,C135,Viewed,2.7
U132,C491,Enrolled,4.4
U765,C364,Completed,2.9
U658,C19,Viewed,2.1
U352,C217,Completed,1.5
U466,C416,Enrolled,2.0
U49,C350,Completed,4.7
U475,C403,Viewed,3.4
U956,C360,Enrolled,3.2
U28,C497,Viewed,4.2
U78,C227,Enrolled,4.2
U986,C91,Completed,2.1
U794,C247,Enrolled,4.3
U720,C86,Viewed,4.5
U203,C390,Viewed,2.8
U52,C190,Viewed,1.2
U179,C9,Viewed,2.2
U547,C288,Completed,1.9
U702,C165,Enrolled,3.4
U909,C435,Viewed,1.7
U624,C132,Enrolled,4.7
U364,C465,Completed,4.9
U195,C119,Viewed,2.5
U638,C260,Viewed,3.4
U81,C233,Completed,2.3
U901,C80,Viewed,3.3
U676,C182,Enrolled,2.7
U392,C266,Completed,1.8
U991,C476,Enrolled,1.7
U920,C182,Enrolled,4.8
U518,C162,Completed,2.1
U903,C62,Completed,4.7
U972,C47,Completed,3.6
U297,C404,Viewed,2.9
U487,C493,Enrolled,3.8
U695,C90,Viewed,3.4
U244,C227,Completed,1.0
U436,C371,Enrolled,1.6
U34,C23,Enrolled,4.8
U44,C101,Enrolled,2.8
U434,C311,Completed,3.3
U279,C287,Viewed,2.5
U133,C351,Enrolled,4.5
U739,C164,Enrolled,1.5
U24,C366,Viewed,1.3
U233,C44,Viewed,4.3
U126,C385,Enrolled,3.9
U637,C405,Enrolled,2.5
U135,C337,Viewed,1.9
U99,C411,Enrolled,2.8
U248,C179,Viewed,4.9
U982,C254,Completed,2.6
U720,C62,Enrolled,1.5
U750,C183,Completed,2.8
U407,C492,Enrolled,4.5
U249,C209,Completed,4.3
U867,C444,Completed,1.9
U808,C339,Viewed,1.6
U895,C126,Enrolled,2.3
U598,C63,Completed,1.5
U169,C15,Viewed,4.7
U732,C157,Enrolled,2.0
U490,C242,Enrolled,4.3
U522,C42,Viewed,4.7
U930,C11,Completed,1.3
U833,C336,Viewed,3.5
U325,C53,Viewed,4.3
U519,C37,Enrolled,2.3
U434,C250,Viewed,3.1
U799,C195,Completed,3.6
U509,C82,Viewed,1.9
U943,C88,Enrolled,1.6
U757,C341,Enrolled,1.2
U17,C163,Completed,3.4
U451,C498,Enrolled,4.5
U20,C439,Completed,2.4
U633,C310,Viewed,1.4
U771,C334,Enrolled,1.5
U507,C39,Completed,3.0
U817,C142,Enrolled,3.9
U411,C298,Viewed,2.2
U415,C201,Completed,2.1
U134,C15,Enrolled,1.7
U668,C195,Viewed,2.1
U963,C453,Enrolled,4.0
U393,C285,Enrolled,1.2
U631,C105,Enrolled,3.0
U1,C143,Completed,2.7
U65,C215,Completed,1.2
U225,C132,Completed,1.6
U894,C325,Viewed,1.4
U500,C364,Completed,1.3
U911,C63,Viewed,4.3
U917,C19,Completed,3.7
U763,C110,Completed,4.3
U168,C100,Enrolled,2.4
U550,C221,Enrolled,4.2
U52,C151,Viewed,3.2
U209,C331,Viewed,1.3
U837,C387,Completed,2.3
U224,C211,Enrolled,4.8
U802,C254,Completed,4.9
U184,C11,Viewed,3.1
U981,C34,Enrolled,4.0
U6,C185,Viewed,2.7
U359,C295,Viewed,2.7
U714,C451,Viewed,3.7
U840,C344,Viewed,4.7
U902,C336,Completed,3.0
U779,C68,Enrolled,3.3
U685,C82,Completed,3.8
U581,C260,Viewed,4.4
U505,C439,Completed,2.6
U869,C216,Enrolled,1.3
U99,C113,Completed,1.7
U889,C463,Enrolled,3.0
U925,C366,Completed,3.9
U170,C364,Enrolled,2.4
U716,C473,Completed,1.1
U942,C68,Completed,3.0
U532,C81,Completed,4.0
U997,C195,Enrolled,2.4
U930,C414,Completed,1.5
U116,C343,Enrolled,4.7
U293,C357,Completed,3.0
U389,C250,Viewed,3.1
U312,C452,Enrolled,2.4
U803,C48,Viewed,2.2
U159,C278,Completed,4.5
U235,C227,Viewed,3.1
U174,C350,Completed,2.7
U31,C268,Completed,1.8
U815,C20,Completed,3.0
U457,C102,Enrolled,4.5
U586,C297,Viewed,4.1
U587,C170,Enrolled,3.3
U29,C225,Completed,3.4
U633,C434,Enrolled,4.5
U189,C117,Enrolled,4.8
U697,C233,Completed,1.2
U648,C414,Completed,4.1
U930,C129,Viewed,2.3
U163,C213,Viewed,1.5
U259,C346,Completed,1.6
U104,C172,Enrolled,4.7
U668,C419,Completed,3.4
U3,C299,Completed,4.7
U669,C385,Completed,4.1
U567,C314,Viewed,2.2
U138,C38,Completed,3.1
